budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,money_now,revenue_now,budget_now,cast_score
5000000,50357,en,"Apollo 18","Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.",17.028252,2011-07-20,25562924,86,Released,"There's a reason we've never gone back to the moon.",5.0,356,,28733909.0,5620231.0,70378417.0181818
5000000,13090,en,"Sunshine Cleaning","A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.",19.336367,2008-01-18,16174377,102,Released,"life's a messy business.",6.5,255,,18986481.0,5869308.0,80040582.3434732
5000000,192141,en,"No Escape","In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",38.006982,2015-08-26,54418872,103,Released,"No rescue. No refuge.",6.7,777,,58038229.0,5332546.0,77517763.567545
20000000,351819,en,"Fifty Shades of Black","An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.",14.947588,2016-01-28,21164799,92,Released,"Way shadier than gray.",4.3,331,,22282777.0,21056451.0,121045211.037619
8000000,11042,fr,"Les Invasions barbares","In this belated sequel to 'The Decline of the American Empire', 50-something Montreal college professor, Remy, learns that he is dying of liver cancer. He decides to make amends meet to his friends and family before he dies. He first tries to made peace with his ex-wife Louise, who asks their estranged son Sebastian, a successful businessman living in London, to come home. Sebastian makes the impossible happen, using his contacts and disrupting the entire Canadian system in every way possible to help his father fight his terminal illness to the bitter end, while he also tries to reunite his former friends, Pierre, Alain, Dominique, Diane, and Claude to see their old friend before he passes on.",3.03091,2003-05-21,3432342,99,Released,"A provocative new comedy about sex, friendship, and all other things that invade our lives.",6.7,77,,4711602.0,10981662.0,35708821.741453
0,9900,en,"Grandma's Boy","Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But he gets kicked out of his apartment and is forced to move in with his grandmother.",9.974681,2006-01-06,6538177,94,Released,"A movie that proves you're never too old to come of age.",6.6,220,,8189626.0,0.0,125736771.310476
5000000,15745,en,Made,"Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.",4.149628,2001-07-13,5476060,94,Released,"Welcome to disorganized crime.",6.3,55,,7812960.0,7133742.0,147516350.801467
5000000,17431,en,Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",46.114184,2009-06-12,9760104,97,Released,"The last place you'd ever expect to find yourself.",7.6,1794,,11503024.0,5892880.0,97180223.1192949
5000000,78394,en,"Sea Rex 3D: Journey to a Prehistoric World","Through the power of IMAX 3D, experience a wondrous adventure from the dinosaur age. Join Julie, an imaginative young woman, in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas!",4.498368,2010-05-14,4074023,41,Released,"The T-Rex of the Seas come alive.",5.9,11,,4725931.0,5800079.0,0.0
4000000,46332,fr,"Des hommes et des dieux","French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.",4.992475,2010-05-18,41424067,120,Released,"In the face of terror, their greatest weapon was faith...",6.5,91,,48052570.0,4640063.0,64950968.3844444
5000000,13996,en,"Bottle Shock","Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",6.174435,2008-08-06,4040588,110,Released,"Based on a true story of love, victory, and fermentation",6.6,60,,4743091.0,5869308.0,259306683.259912
5000000,343795,en,"90 Minutes in Heaven","A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",3.943706,2015-09-11,4842699,121,Released,"Hope lives",5.4,40,,5164783.0,5332546.0,58064220.9335317
5000000,45658,en,"Everything Must Go","When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",9.169411,2010-10-15,2614773,97,Released,"Lost is a good place to find yourself",6.0,208,,3033178.0,5800079.0,69503235.7088475
5000000,4553,en,"The Machinist","The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...",35.252056,2004-02-09,8203235,101,Released,"A little guilt goes a long way...",7.3,1247,,10964600.0,6683095.0,104630115.286616
5000000,245916,en,"Kill the Messenger","A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.",21.343093,2014-10-09,2450846,112,Released,"Can you keep a national secret?",6.6,355,,2616464.0,5337879.0,133386685.645354
5000000,27585,en,"Rabbit Hole","Life for a happy couple is turned upside down after their young son dies in an accident.",10.095184,2010-12-16,5129058,91,Released,"The only way out is through.",6.9,165,,5949788.0,5800079.0,70257277.2369956
5000000,1415,en,"Party Monster","The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",4.129165,2003-09-05,742898,98,Released,"'Til death do they party...",5.9,58,,1019782.0,6863539.0,56241435.7458333
5000000,313922,en,"Green Room","A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.",30.001024,2016-04-15,3220371,95,Released,"One way in. No way out.",6.7,683,,3390479.0,5264113.0,47252559.9192222
5000000,199933,en,"Atlas Shrugged Part III: Who is John Galt?","Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him.",1.731035,2014-09-12,846704,99,Released,"Who is John Galt?",3.9,15,,903921.0,5337879.0,80531223.0422078
5000000,46838,en,"Tucker and Dale vs Evil","Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",19.940245,2010-01-22,5476793,89,Released,"Evil just messed with the wrong hillbillies.",7.3,847,,6353166.0,5800079.0,91592985.759596
